Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Precio,Precio promocional,Peso,Alto,Ancho,Profundidad,Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,MPN (Número de pieza del fabricante),Sexo,Rango de edad,Costo
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,S,Color,Blanco,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-S-BLANCO,,NO,NO,"<p>Remera oversize de algodón pesado, hombro caído y caída recta. Es la que mejor funciona para estampados grandes en el frente o en la espalda.</p><p>Ideal para promociones de egresados, marcas de indumentaria y merchandising de bandas o eventos.</p><ul><li>Algodón pesado, corte unisex</li><li>Estampado DTF hasta A3</li><li>Producción: 5 a 7 días hábiles</li></ul>","remera, oversize, estampado, dtf, REVISAR PRECIO",Remeras oversize personalizadas | Taxnara Diseños,Remeras oversize de algodón pesado con estampado DTF a todo color. Diseño propio o el tuyo. Envíos a todo el país.,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,S,Color,Negro,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-S-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,S,Color,Gris melange,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-S-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,M,Color,Blanco,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-M-BLANCO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,M,Color,Negro,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-M-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,M,Color,Gris melange,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-M-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,L,Color,Blanco,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-L-BLANCO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,L,Color,Negro,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-L-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,L,Color,Gris melange,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-L-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,XL,Color,Blanco,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-XL-BLANCO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,XL,Color,Negro,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-XL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
remera-oversize-personalizada,Remera oversize personalizada,"Indumentaria > Remeras, Personalizados",Talle,XL,Color,Gris melange,,,32900,,0.26,2,32,27,20,TX-REMERAOVERS-XL-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,S,Color,Negro,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-S-NEGRO,,NO,NO,"<p>Buzo canguro de frisa perchada, con capucha forrada, bolsillo canguro y puños elastizados. Es nuestro producto más pedido para egresados y para equipos.</p><p>Se puede bordar el logo chico en el pecho y estampar el diseño grande en la espalda: esa combinación es la que mejor queda y la que más nos piden.</p><ul><li>Frisa perchada, interior suave</li><li>Bordado en pecho + estampado en espalda</li><li>Nombres individuales sin costo extra desde 15 unidades</li><li>Producción: 7 a 10 días hábiles</li></ul>","buzo, canguro, hoodie, egresados, bordado, REVISAR PRECIO",Buzos canguro personalizados para egresados y equipos | Taxnara,"Buzos canguro de frisa con bordado y estampado personalizado. Nombres individuales incluidos por cantidad. Taxnara Diseños, Catamarca.",Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,S,Color,Gris melange,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-S-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,S,Color,Beige,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-S-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,M,Color,Negro,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-M-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,M,Color,Gris melange,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-M-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,M,Color,Beige,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-M-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,L,Color,Negro,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-L-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,L,Color,Gris melange,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-L-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,L,Color,Beige,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-L-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XL,Color,Negro,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-XL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XL,Color,Gris melange,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-XL-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XL,Color,Beige,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-XL-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XXL,Color,Negro,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-XXL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XXL,Color,Gris melange,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-XXL-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-canguro-personalizado,Buzo canguro personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XXL,Color,Beige,,,58900,,0.62,6,38,30,18,TX-BUZOCANGURO-XXL-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,S,Color,Negro,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-S-NEGRO,,NO,NO,"<p>Buzo de frisa con cuello redondo, corte clásico y puños elastizados. Más sobrio que el canguro: es el que eligen las empresas para el equipo de trabajo.</p><ul><li>Frisa perchada</li><li>Bordado de logo en pecho izquierdo</li><li>Producción: 7 a 10 días hábiles</li></ul>","buzo, cuello redondo, empresas, bordado, REVISAR PRECIO",Buzos cuello redondo con logo bordado | Taxnara Diseños,Buzos de frisa cuello redondo con bordado del logo de tu empresa o institución. Pedidos por cantidad con presupuesto sin cargo.,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,S,Color,Gris melange,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-S-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,S,Color,Beige,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-S-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,M,Color,Negro,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-M-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,M,Color,Gris melange,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-M-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,M,Color,Beige,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-M-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,L,Color,Negro,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-L-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,L,Color,Gris melange,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-L-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,L,Color,Beige,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-L-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XL,Color,Negro,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-XL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XL,Color,Gris melange,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-XL-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XL,Color,Beige,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-XL-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XXL,Color,Negro,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-XXL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XXL,Color,Gris melange,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-XXL-GRISME,,NO,NO,,,,,Taxnara Diseños,SI,,,,
buzo-cuello-redondo-personalizado,Buzo cuello redondo personalizado,"Indumentaria > Buzos y hoodies, Personalizados",Talle,XXL,Color,Beige,,,54900,,0.55,6,36,30,15,TX-BUZOCUELLO-XXL-BEIGE,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,S,Color,Negro,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-S-NEGRO,,NO,NO,"<p>Rompevientos liviano, resistente al agua, con cierre completo y bolsillos laterales. La prenda que más se ve en la cancha y en la obra.</p><p>Bordamos el logo en el pecho y, si querés, el nombre del club o de la empresa en la espalda.</p><ul><li>Tela resistente al agua y al viento</li><li>Bordado en pecho incluido</li><li>Producción: 10 a 12 días hábiles</li></ul>","campera, rompevientos, club, empresa, bordado, REVISAR PRECIO",Camperas rompevientos bordadas para clubes y empresas | Taxnara,"Rompevientos personalizados con bordado de logo para clubes, equipos y empresas. Producción propia en Saujil, Catamarca.",Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,S,Color,Azul marino,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-S-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,S,Color,Rojo,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-S-ROJO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,M,Color,Negro,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-M-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,M,Color,Azul marino,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-M-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,M,Color,Rojo,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-M-ROJO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,L,Color,Negro,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-L-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,L,Color,Azul marino,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-L-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,L,Color,Rojo,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-L-ROJO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,XL,Color,Negro,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-XL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,XL,Color,Azul marino,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-XL-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,XL,Color,Rojo,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-XL-ROJO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,XXL,Color,Negro,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-XXL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,XXL,Color,Azul marino,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-XXL-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
campera-rompevientos-bordada,Campera rompevientos bordada,"Indumentaria > Camperas y rompevientos, Personalizados > Clubes y equipos",Talle,XXL,Color,Rojo,,,79900,,0.48,6,36,28,12,TX-CAMPERAROMP-XXL-ROJO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,S,Color,Blanco,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-S-BLANCO,,NO,NO,"<p>Chomba de piqué con cuello y puños tejidos, botones a tono. Es la prenda de trabajo que mejor imagen da: prolija sin ser un uniforme.</p><p>El bordado en pecho izquierdo va incluido en el precio.</p><ul><li>Piqué de algodón</li><li>Bordado del logo incluido</li><li>Desde 6 unidades para empresas</li><li>Producción: 7 a 10 días hábiles</li></ul>","chomba, pique, uniforme, empresa, bordado, REVISAR PRECIO",Chombas con logo bordado para empresas | Taxnara Diseños,Chombas de piqué con el logo de tu empresa bordado. Ropa de trabajo prolija y duradera. Presupuesto por cantidad sin cargo.,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,S,Color,Negro,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-S-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,S,Color,Azul marino,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-S-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,M,Color,Blanco,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-M-BLANCO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,M,Color,Negro,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-M-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,M,Color,Azul marino,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-M-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,L,Color,Blanco,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-L-BLANCO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,L,Color,Negro,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-L-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,L,Color,Azul marino,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-L-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,XL,Color,Blanco,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-XL-BLANCO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,XL,Color,Negro,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-XL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,XL,Color,Azul marino,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-XL-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,XXL,Color,Blanco,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-XXL-BLANCO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,XXL,Color,Negro,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-XXL-NEGRO,,NO,NO,,,,,Taxnara Diseños,SI,,,,
chomba-pique-bordada,Chomba piqué con logo bordado,"Indumentaria > Chombas y camisas, Personalizados > Empresas y comercios",Talle,XXL,Color,Azul marino,,,44900,,0.24,3,32,26,20,TX-CHOMBAPIQUE-XXL-AZULMA,,NO,NO,,,,,Taxnara Diseños,SI,,,,
